listing_id,address,suburb,state,postcode,property_type,bedrooms,bathrooms,car_spaces,land_size_m2,latitude,longitude,sale_date,sale_method,sale_price,source_url,source_file,source_page,expected_suburb
2020953723,42 William Street,Blacktown,NSW,2148,House,3,1,3,556,-33.76346,150.89612,2026-07-25,at auction,1010000,https://www.domain.com.au/42-william-street-blacktown-nsw-2148-2020953723,Blacktown2.html,2,Blacktown
2020956656,3 Kingsford Street,Blacktown,NSW,2148,House,3,2,1,,-33.751366,150.92326,2026-07-23,by private treaty,1050000,https://www.domain.com.au/3-kingsford-street-blacktown-nsw-2148-2020956656,Blacktown2.html,2,Blacktown
2020957142,25 Dagmar Crescent,Blacktown,NSW,2148,House,4,2,1,600,-33.776913,150.89758,2026-07-25,at auction,992500,https://www.domain.com.au/25-dagmar-crescent-blacktown-nsw-2148-2020957142,Blacktown2.html,2,Blacktown
2020967816,31 Kerry Road,Blacktown,NSW,2148,House,4,1,2,607,-33.770462,150.88713,2026-07-25,at auction,967000,https://www.domain.com.au/31-kerry-road-blacktown-nsw-2148-2020967816,Blacktown2.html,2,Blacktown
2020980446,19 Leonard Street,Blacktown,NSW,2148,House,3,2,3,543,-33.760674,150.89163,2026-07-30,prior to auction,927000,https://www.domain.com.au/19-leonard-street-blacktown-nsw-2148-2020980446,Blacktown2.html,2,Blacktown
2020986603,25 Virginia Street,Blacktown,NSW,2148,House,4,1,3,,-33.757805,150.89192,2026-07-26,at auction,1120000,https://www.domain.com.au/25-virginia-street-blacktown-nsw-2148-2020986603,Blacktown2.html,2,Blacktown
2021006298,202/3 Balmoral Street,Blacktown,NSW,2148,House,2,2,1,,-33.769623,150.90376,2026-07-18,by private treaty,600000,https://www.domain.com.au/202-3-balmoral-street-blacktown-nsw-2148-2021006298,Blacktown2.html,2,Blacktown
2021011301,4 Starr Place,Blacktown,NSW,2148,House,3,1,2,,-33.781788,150.89171,2026-07-18,by private treaty,1200000,https://www.domain.com.au/4-starr-place-blacktown-nsw-2148-2021011301,Blacktown2.html,2,Blacktown
2021012624,3 Bridge View Street,Blacktown,NSW,2148,House,5,2,2,803,-33.78765,150.9032,2026-07-27,by private treaty,1200000,https://www.domain.com.au/3-bridge-view-street-blacktown-nsw-2148-2021012624,Blacktown2.html,2,Blacktown
2021046479,59 Lancaster Street,Blacktown,NSW,2148,House,3,2,3,600,-33.775124,150.89177,2026-07-31,by private treaty,900000,https://www.domain.com.au/59-lancaster-street-blacktown-nsw-2148-2021046479,Blacktown2.html,2,Blacktown
